LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LEN	LINEAR_DOC	ROLLUP_DOC	REL_ABUNDANCE	LINEAR_COV	LINEAR_COV_MAPPED_SIG	BEST_LINEAR_COV	MAPPED_SIG_LENGTH	TOL_SIG_LENGTH	ABUNDANCE	ZSCORE	NOTE
strain	Aeromicrobium choanae strain 9H-4	1736691.1	8	278	1	176	1.579545	0.000184	0.000005	0.000117	0.642336	0.000117	274	1507443	0.000184	92.541975	Not shown (strain-result biased); Filtered out (minCov > 0.00011675399998540574); Filtered out (maxZscore < 92.54197450592108); 
strain	Salipiger bermudensis HTCC2601	314265	13	402	1	72	5.583333	0.000184	0.000005	0.000033	0.818182	0.000033	88	2183711	0.000184	174.150278	Not shown (strain-result biased); Filtered out (minCov > 3.29713959402137e-05); Filtered out (maxZscore < 174.1502783358225); 
strain	Noviherbaspirillum massiliense JC206	1095769	10	505	20	256	1.972656	0.000183	0.000005	0.000093	0.719101	0.000093	356	2752946	0.000183	103.695204	Not shown (strain-result biased); Filtered out (minCov > 9.299129005799605e-05); Filtered out (maxZscore < 103.69520390307355); 
strain	Bacillus mycoides strain WSBC 10204	1405.1	2	182	1	182	1.000000	0.000183	0.000005	0.000183	0.870813	0.000183	209	993847	0.000183	73.889768	Not shown (strain-result biased); Filtered out (minCov > 0.00018312677907162772); Filtered out (minReads > 2); Filtered out (maxZscore < 73.88976791273473); 
strain	Rhodococcus triatomae BKS 15-14	1278078	10	534	13	423	1.262411	0.000183	0.000005	0.000145	0.507803	0.000145	833	2917705	0.000183	83.046058	Not shown (strain-result biased); Filtered out (minCov > 0.0001449769596309428); Filtered out (maxZscore < 83.0460580288861); 
strain	Xanthomonas sacchari strain R1	56458.1	8	303	0	105	2.885714	0.000183	0.000005	0.000063	0.535714	0.000063	196	1656541	0.000183	125.600880	Not shown (strain-result biased); Filtered out (minCov > 6.338508977441549e-05); Filtered out (maxZscore < 125.6008795844239); 
strain	Salinarimonas rosea DSM 21201	1123229	12	412	3	283	1.455830	0.000183	0.000005	0.000126	0.637387	0.000126	444	2252853	0.000183	89.216654	Not shown (strain-result biased); Filtered out (minCov > 0.0001256184935279843); Filtered out (maxZscore < 89.21665375601404); 
strain	Cutibacterium acnes 266	909952	2	235	1	235	1.000000	0.000182	0.000005	0.000182	0.462598	0.000182	508	1290066	0.000182	74.085373	Not shown (strain-result biased); Filtered out (minCov > 0.00018216122275914565); Filtered out (minReads > 2); Filtered out (maxZscore < 74.0853734092735); 
strain	Pseudomonas knackmussii B13	1301098	7	372	10	248	1.500000	0.000182	0.000005	0.000121	0.670270	0.000121	370	2045047	0.000182	90.802848	Not shown (strain-result biased); Filtered out (minCov > 0.00012126860654058317); Filtered out (maxZscore < 90.80284829268582); 
strain	Fluviicola taffensis DSM 16823	755732	11	581	20	304	1.911184	0.000182	0.000005	0.000095	0.566108	0.000095	537	3200474	0.000182	102.600560	Not shown (strain-result biased); Filtered out (minCov > 9.498593020908778e-05); Filtered out (maxZscore < 102.6005604273193); 
strain	Nocardia jejuensis NBRC 103114	1210088	13	791	35	382	2.070681	0.000181	0.000005	0.000087	0.356676	0.000087	1071	4379940	0.000181	107.073860	Not shown (strain-result biased); Filtered out (minCov > 8.721580660922296e-05); Filtered out (maxZscore < 107.07386010751927); 
strain	Sinorhizobium fredii CCBAU 83666	1128334	6	505	35	438	1.152968	0.000180	0.000005	0.000156	0.811111	0.000156	540	2799120	0.000180	79.935505	Not shown (strain-result biased); Filtered out (minCov > 0.00015647775015004717); Filtered out (maxZscore < 79.9355048242447); 
strain	Allosalinactinospora lopnorensis strain CA15-2	1352348.1	9	593	23	348	1.704023	0.000180	0.000005	0.000106	0.481994	0.000106	722	3287878	0.000180	97.195295	Not shown (strain-result biased); Filtered out (minCov > 0.00010584334333573205); Filtered out (maxZscore < 97.19529457415274); 
strain	Actinoalloteichus sp. AHMU CJ021	2072503.1	1	82	7	82	1.000000	0.000180	0.000005	0.000180	0.543046	0.000180	151	454843	0.000180	74.470570	Not shown (strain-result biased); Filtered out (minCov > 0.00018028198741104073); Filtered out (minReads > 1); Filtered out (maxZscore < 74.47057038628438); 
strain	Nocardiopsis potens DSM 45234	570268	11	414	7	249	1.662651	0.000180	0.000005	0.000108	0.705382	0.000108	353	2297848	0.000180	96.058863	Not shown (strain-result biased); Filtered out (minCov > 0.00010836225894837257); Filtered out (maxZscore < 96.05886331246866); 
strain	Myxococcus stipitatus DSM 14675	1278073	19	1035	27	813	1.273063	0.000180	0.000005	0.000141	0.766981	0.000141	1060	5758137	0.000180	84.152120	Not shown (strain-result biased); Filtered out (minCov > 0.00014119149995910136); Filtered out (maxZscore < 84.15212020973301); 
strain	Burkholderia insecticola	758793.1	7	512	23	411	1.245742	0.000179	0.000005	0.000144	0.503676	0.000144	816	2859300	0.000179	83.402244	Not shown (strain-result biased); Filtered out (minCov > 0.0001437414751862344); Filtered out (maxZscore < 83.40224401399128); 
strain	Pseudomonas aeruginosa SJTD-1	1193501	8	426	6	218	1.954128	0.000179	0.000005	0.000092	0.417625	0.000092	522	2380685	0.000179	104.496763	Not shown (strain-result biased); Filtered out (minCov > 9.15702833428194e-05); Filtered out (maxZscore < 104.49676260294102); 
strain	Nocardia puris NBRC 108233	1210090	9	556	46	188	2.957447	0.000179	0.000005	0.000060	0.587500	0.000060	320	3111886	0.000179	128.652964	Not shown (strain-result biased); Filtered out (minCov > 6.04135241458074e-05); Filtered out (maxZscore < 128.6529638460886); 
strain	Porphyrobacter dokdonensis DSW-74	1300349	8	250	0	93	2.688172	0.000179	0.000005	0.000066	0.659574	0.000066	141	1400273	0.000179	122.701666	Not shown (strain-result biased); Filtered out (minCov > 6.641562038259682e-05); Filtered out (maxZscore < 122.70166634863271); 
strain	Lentzea kentuckyensis strain NRRL B-24416	360086.1	13	752	22	411	1.829684	0.000178	0.000005	0.000097	0.334963	0.000097	1227	4223859	0.000178	101.370751	Not shown (strain-result biased); Filtered out (minCov > 9.730438445033321e-05); Filtered out (maxZscore < 101.37075119125977); 
strain	Rhodobacteraceae bacterium QY30	2033435.1	8	336	13	244	1.377049	0.000178	0.000005	0.000129	0.253375	0.000129	963	1887699	0.000178	87.951528	Not shown (strain-result biased); Filtered out (minCov > 0.00012925789545896883); Filtered out (maxZscore < 87.95152819295075); 
strain	Acidomonas methanolica NBRC 104435	1231351	5	398	13	276	1.442029	0.000178	0.000005	0.000123	0.348925	0.000123	791	2237531	0.000178	90.033307	Not shown (strain-result biased); Filtered out (minCov > 0.00012335024632060962); Filtered out (maxZscore < 90.03330704140325); 
strain	Sphingomonas pituitosa NBRC 102491	1219051	11	377	2	247	1.526316	0.000178	0.000005	0.000116	0.757669	0.000116	326	2120518	0.000178	92.650381	Not shown (strain-result biased); Filtered out (minCov > 0.00011648097304526536); Filtered out (maxZscore < 92.65038109694373); 
strain	Flavobacterium granuli strain DSM 19729	280093.1	9	324	1	113	2.867257	0.000178	0.000005	0.000062	0.689024	0.000062	164	1822783	0.000178	127.003240	Not shown (strain-result biased); Filtered out (minCov > 6.199311711816491e-05); Filtered out (maxZscore < 127.00324015098809); 
strain	Agreia bicolorata strain VKM Ac-1804	110935.1	11	468	14	310	1.509677	0.000178	0.000005	0.000118	0.442857	0.000118	700	2636257	0.000178	92.212010	Not shown (strain-result biased); Filtered out (minCov > 0.00011759096324827207); Filtered out (maxZscore < 92.21201027366054); 
strain	Limnochorda pilosa strain HC45	1555112.1	16	483	0	93	5.193548	0.000177	0.000005	0.000034	0.659574	0.000034	141	2722908	0.000177	171.106928	Not shown (strain-result biased); Filtered out (minCov > 3.41546611196559e-05); Filtered out (maxZscore < 171.10692751949375); 
strain	Flavobacterium kingsejongi strain AJ004	1678728.1	11	496	16	127	3.905512	0.000177	0.000005	0.000045	0.312039	0.000045	407	2802836	0.000177	148.554955	Not shown (strain-result biased); Filtered out (minCov > 4.5311249034906073e-05); Filtered out (maxZscore < 148.5549554984606); 
strain	Amphiplicatus metriothermophilus strain CGMCC 1.12710	1519374.1	10	331	1	169	1.958580	0.000177	0.000005	0.000090	0.778802	0.000090	217	1872302	0.000177	105.250701	Not shown (strain-result biased); Filtered out (minCov > 9.026321608373008e-05); Filtered out (maxZscore < 105.2507009913549); 
strain	Agrobacterium sp. RAC06	1842536.1	12	392	0	292	1.342466	0.000177	0.000005	0.000132	0.231196	0.000132	1263	2219301	0.000177	87.174227	Not shown (strain-result biased); Filtered out (minCov > 0.00013157295923356047); Filtered out (maxZscore < 87.17422721430319); 
strain	Friedmanniella sagamiharensis strain DSM 21743	546874.1	5	267	6	183	1.459016	0.000176	0.000005	0.000120	0.456359	0.000120	401	1519730	0.000176	91.123737	Not shown (strain-result biased); Filtered out (minCov > 0.00012041612654879485); Filtered out (maxZscore < 91.12373740758048); 
strain	Luteipulveratus mongoliensis strain MN07-A0370	571913.1	11	579	22	344	1.683140	0.000176	0.000005	0.000104	0.425216	0.000104	809	3297291	0.000176	97.898663	Not shown (strain-result biased); Filtered out (minCov > 0.00010432806810196613); Filtered out (maxZscore < 97.89866319727739); 
strain	Saccharopolyspora flava strain DSM 44771	95161.1	10	432	5	178	2.426966	0.000175	0.000004	0.000072	0.894472	0.000072	199	2473111	0.000175	117.868070	Not shown (strain-result biased); Filtered out (minCov > 7.197412489775024e-05); Filtered out (maxZscore < 117.8680704112522); 
strain	Bdellovibrio bacteriovorus str. Tiberius	1069642	7	599	44	362	1.654696	0.000175	0.000004	0.000105	0.296965	0.000105	1219	3431684	0.000175	97.359078	Not shown (strain-result biased); Filtered out (minCov > 0.00010548756820266668); Filtered out (maxZscore < 97.35907792932623); 
strain	Chryseobacterium gregarium DSM 19109	1121287	7	420	15	141	2.978723	0.000175	0.000004	0.000059	0.607759	0.000059	232	2406588	0.000175	130.640729	Not shown (strain-result biased); Filtered out (minCov > 5.858917272088118e-05); Filtered out (maxZscore < 130.64072871811453); 
strain	Erythrobacter sp. YH-07	2182384.1	9	377	7	265	1.422642	0.000174	0.000004	0.000122	0.503802	0.000122	526	2164184	0.000174	90.364440	Not shown (strain-result biased); Filtered out (minCov > 0.0001224479988762508); Filtered out (maxZscore < 90.36444032622398); 
strain	Aureimonas jatrophae strain L7-484,KACC 16230,DSM 25025	1166073.1	13	441	0	201	2.194030	0.000174	0.000004	0.000079	0.676768	0.000079	297	2533031	0.000174	112.254819	Not shown (strain-result biased); Filtered out (minCov > 7.935157524720384e-05); Filtered out (maxZscore < 112.25481850952752); 
strain	Lysobacter antibioticus strain ATCC 29479	84531.1	13	455	2	184	2.472826	0.000174	0.000004	0.000070	0.702290	0.000070	262	2614151	0.000174	119.190362	Not shown (strain-result biased); Filtered out (minCov > 7.038614066287679e-05); Filtered out (maxZscore < 119.19036198998788); 
strain	Lysobacter gummosus strain 3.2.11	262324.1	9	433	7	234	1.850427	0.000174	0.000004	0.000094	0.348214	0.000094	672	2490726	0.000174	103.165538	Not shown (strain-result biased); Filtered out (minCov > 9.394851139788158e-05); Filtered out (maxZscore < 103.16553787543691); 
strain	Burkholderia thailandensis E264	271848	2	183	9	109	1.678899	0.000173	0.000004	0.000103	1.000000	0.000103	109	1056924	0.000173	98.465986	Not shown (strain-result biased); Filtered out (minCov > 0.00010312945869334029); Filtered out (minReads > 2); Filtered out (maxZscore < 98.4659863034723); 
strain	Burkholderia thailandensis 2002721643	1249660	2	183	9	109	1.678899	0.000173	0.000004	0.000103	1.000000	0.000103	109	1057443	0.000173	98.490162	Not shown (strain-result biased); Filtered out (minCov > 0.00010307884207470285); Filtered out (minReads > 2); Filtered out (maxZscore < 98.49016157264391); 
strain	Chryseobacterium formosense strain LMG 24722	236814.1	8	296	0	37	8.000000	0.000173	0.000004	0.000022	0.552239	0.000022	67	1713643	0.000173	215.206124	Not shown (strain-result biased); Filtered out (minCov > 2.1591428319667515e-05); Filtered out (minLen > 37); Filtered out (maxZscore < 215.20612369464692); 
strain	Noviherbaspirillum humi strain U15	1688639.1	13	525	3	318	1.650943	0.000172	0.000004	0.000104	0.606870	0.000104	524	3054301	0.000172	97.998572	Not shown (strain-result biased); Filtered out (minCov > 0.00010411547519383322); Filtered out (maxZscore < 97.99857205993446); 
strain	Tessaracoccus sp. Marseille-P5995	2161816.1	10	320	0	95	3.368421	0.000171	0.000004	0.000051	0.555556	0.000051	171	1866420	0.000171	140.162500	Not shown (strain-result biased); Filtered out (minCov > 5.089958315920318e-05); Filtered out (maxZscore < 140.16249967730127); 
strain	Microterricola viridarii strain ERGS5:02	412690.1	10	313	0	218	1.435780	0.000171	0.000004	0.000119	0.703226	0.000119	310	1825871	0.000171	91.512595	Not shown (strain-result biased); Filtered out (minCov > 0.00011939507226961818); Filtered out (maxZscore < 91.51259501222528); 
strain	Rhizobium sp. NXC14	1981173.1	2	232	15	140	1.657143	0.000171	0.000004	0.000103	0.714286	0.000103	196	1353555	0.000171	98.322175	Not shown (strain-result biased); Filtered out (minCov > 0.00010343133452279368); Filtered out (minReads > 2); Filtered out (maxZscore < 98.32217450809354); 
strain	Frankia symbiont of Datisca glomerata strain 4085684	656024.1	15	529	2	115	4.600000	0.000171	0.000004	0.000037	0.605263	0.000037	190	3086938	0.000171	163.835097	Not shown (strain-result biased); Filtered out (minCov > 3.725374464922846e-05); Filtered out (maxZscore < 163.83509737060243); 
strain	Paraburkholderia kururiensis subsp. thiooxydans NBRC 107107	1218081	10	584	25	329	1.775076	0.000171	0.000004	0.000097	0.263622	0.000097	1248	3408622	0.000171	101.781890	Not shown (strain-result biased); Filtered out (minCov > 9.651994266304683e-05); Filtered out (maxZscore < 101.78189029237649); 
strain	Sphingomonas phyllosphaerae 5.2	1090318	8	361	7	306	1.179739	0.000171	0.000004	0.000145	0.356643	0.000145	858	2109490	0.000171	83.022636	Not shown (strain-result biased); Filtered out (minCov > 0.0001450587582780672); Filtered out (maxZscore < 83.02263649110789); 
strain	Phreatobacter cathodiphilus strain S-12	1868589.1	10	360	5	256	1.406250	0.000170	0.000004	0.000121	0.699454	0.000121	366	2113719	0.000170	90.860964	Not shown (strain-result biased); Filtered out (minCov > 0.00012111354442099447); Filtered out (maxZscore < 90.86096435626247); 
strain	Mitsuaria chitosanitabida NBRC 102408	1349774	10	383	6	352	1.088068	0.000170	0.000004	0.000156	0.664151	0.000156	530	2250289	0.000170	79.949149	Not shown (strain-result biased); Filtered out (minCov > 0.00015642435260537646); Filtered out (maxZscore < 79.94914932175782); 
strain	Cystobacter fuscus strain DSM 52655	43.1	17	1204	79	556	2.165468	0.000170	0.000004	0.000079	0.440571	0.000079	1262	7078186	0.000170	112.825309	Not shown (strain-result biased); Filtered out (minCov > 7.855119941747787e-05); Filtered out (maxZscore < 112.825309038851); 
strain	Edaphobacillus lindanitolerans strain MNA4	550447.1	12	384	0	32	12.000000	0.000170	0.000004	0.000014	0.581818	0.000014	55	2258938	0.000170	265.689316	Not shown (strain-result biased); Filtered out (minCov > 1.4165948777699964e-05); Filtered out (minLen > 32); Filtered out (maxZscore < 265.68931574303093); 
strain	Gramella forsetii KT0803	411154	11	363	0	33	11.000000	0.000170	0.000004	0.000015	1.000000	0.000015	33	2137432	0.000170	254.498854	Not shown (strain-result biased); Filtered out (minCov > 1.543908765284697e-05); Filtered out (minLen > 33); Filtered out (maxZscore < 254.49885395943667); 
strain	Limnohabitans sp. 103DPR2	1678129.1	12	380	0	32	11.875000	0.000170	0.000004	0.000014	0.820513	0.000014	39	2240640	0.000170	264.611035	Not shown (strain-result biased); Filtered out (minCov > 1.4281633818908883e-05); Filtered out (minLen > 32); Filtered out (maxZscore < 264.6110352952046); 
strain	Tersicoccus phoenicis strain DSM 30849	554083.1	6	257	0	129	1.992248	0.000170	0.000004	0.000085	0.806250	0.000085	160	1515714	0.000170	108.391517	Not shown (strain-result biased); Filtered out (minCov > 8.51084043559669e-05); Filtered out (maxZscore < 108.39151687393512); 
strain	Crossiella equi strain NRRL B-24104	130796.1	17	660	8	322	2.049689	0.000169	0.000004	0.000083	0.594096	0.000083	542	3894257	0.000169	109.968022	Not shown (strain-result biased); Filtered out (minCov > 8.268586279744762e-05); Filtered out (maxZscore < 109.96802189049923); 
strain	Mycobacteroides abscessus strain FLAC054	36809.14	4	437	12	287	1.522648	0.000169	0.000004	0.000111	0.119484	0.000111	2402	2583131	0.000169	94.865465	Not shown (strain-result biased); Filtered out (minCov > 0.00011110547626117297); Filtered out (maxZscore < 94.86546498063998); 
strain	Chitinophaga costaii strain A37T2	1335309.1	14	688	14	466	1.476395	0.000169	0.000004	0.000114	0.500000	0.000114	932	4076562	0.000169	93.525329	Not shown (strain-result biased); Filtered out (minCov > 0.00011431201095432867); Filtered out (maxZscore < 93.5253287856478); 
strain	marine actinobacterium PHSC20C1	312284.1	6	380	16	250	1.520000	0.000169	0.000004	0.000111	0.278396	0.000111	898	2254483	0.000169	94.957527	Not shown (strain-result biased); Filtered out (minCov > 0.00011089016861071918); Filtered out (maxZscore < 94.95752734775692); 
strain	Microbacterium mangrovi strain MUSC 115	1348253.1	11	364	2	116	3.137931	0.000168	0.000004	0.000054	0.542056	0.000054	214	2164596	0.000168	136.599086	Not shown (strain-result biased); Filtered out (minCov > 5.358967678033222e-05); Filtered out (maxZscore < 136.59908617859634); 
strain	Cryptosporangium aurantiacum strain DSM 46144	134849.1	19	796	35	399	1.994987	0.000168	0.000004	0.000084	0.600904	0.000084	664	4735503	0.000168	108.937728	Not shown (strain-result biased); Filtered out (minCov > 8.42571528304385e-05); Filtered out (maxZscore < 108.93772795238833); 
strain	Janibacter hoylei PVAS-1	1210046	2	149	11	149	1.000000	0.000168	0.000004	0.000168	0.146509	0.000168	1017	886527	0.000168	77.128760	Not shown (strain-result biased); Filtered out (minCov > 0.0001680715872161818); Filtered out (minReads > 2); Filtered out (maxZscore < 77.12876011958116); 
strain	Azospirillum thiophilum strain CFH 70021	528244.2	13	461	6	304	1.516447	0.000167	0.000004	0.000110	0.754342	0.000110	403	2755289	0.000167	95.196905	Not shown (strain-result biased); Filtered out (minCov > 0.00011033325360787925); Filtered out (maxZscore < 95.19690466551283); 
strain	endosymbiont of unidentified scaly snail isolate Monju	1248727.1	8	256	0	95	2.694737	0.000167	0.000004	0.000062	0.708955	0.000062	134	1530311	0.000167	126.915471	Not shown (strain-result biased); Filtered out (minCov > 6.207888461887812e-05); Filtered out (maxZscore < 126.91547124801319); 
strain	Mycetocola miduiensis strain CGMCC 1.11101	995034.1	5	363	15	254	1.429134	0.000167	0.000004	0.000117	0.343243	0.000117	740	2172185	0.000167	92.471128	Not shown (strain-result biased); Filtered out (minCov > 0.00011693295000195656); Filtered out (maxZscore < 92.47112764976373); 
strain	Flavobacterium soli DSM 19725	1121897	7	362	12	316	1.145570	0.000167	0.000004	0.000145	0.506410	0.000145	624	2172208	0.000167	82.904016	Not shown (strain-result biased); Filtered out (minCov > 0.0001454740982447353); Filtered out (maxZscore < 82.9040164851323); 
strain	Crenotalea thermophila strain DSM 14807	1393122.1	9	374	8	202	1.851485	0.000167	0.000004	0.000090	0.450893	0.000090	448	2245544	0.000167	105.430330	Not shown (strain-result biased); Filtered out (minCov > 8.995593050058248e-05); Filtered out (maxZscore < 105.43032986501343); 
strain	Acidovorax citrulli AAC00-1	397945	7	246	0	137	1.795620	0.000166	0.000004	0.000093	0.631336	0.000093	217	1478910	0.000166	103.894001	Not shown (strain-result biased); Filtered out (minCov > 9.263579257696547e-05); Filtered out (maxZscore < 103.89400128808994); 
strain	Vampirovibrio chlorellavorus strain Vc_AZ_2	758823.2	6	425	22	317	1.340694	0.000166	0.000004	0.000124	0.504777	0.000124	628	2555055	0.000166	89.772548	Not shown (strain-result biased); Filtered out (minCov > 0.00012406777936287085); Filtered out (maxZscore < 89.77254819873744); 
strain	Sphingomonas sp. LK11	1390395.1	8	299	0	116	2.577586	0.000166	0.000004	0.000065	0.620321	0.000065	187	1798257	0.000166	124.503878	Not shown (strain-result biased); Filtered out (minCov > 6.450690863430532e-05); Filtered out (maxZscore < 124.50387751890051); 
strain	Acidovorax citrulli strain KACC17005	80869.1	7	246	0	180	1.366667	0.000166	0.000004	0.000121	0.645161	0.000121	279	1481579	0.000166	90.719317	Not shown (strain-result biased); Filtered out (minCov > 0.00012149200278891642); Filtered out (maxZscore < 90.71931682086482); 
strain	Methylobacterium gossipiicola strain Gh-105	582675.1	11	379	0	163	2.325153	0.000166	0.000004	0.000071	0.668033	0.000071	244	2285096	0.000166	118.397609	Not shown (strain-result biased); Filtered out (minCov > 7.133179525061529e-05); Filtered out (maxZscore < 118.39760920318734); 
strain	Paracoccus solventivorans strain DSM 6637	53463.1	4	156	3	111	1.405405	0.000166	0.000004	0.000118	0.637931	0.000118	174	942093	0.000166	92.121248	Not shown (strain-result biased); Filtered out (minCov > 0.00011782276272087788); Filtered out (maxZscore < 92.12124795249099); 
strain	Acinetobacter schindleri strain ACE	108981.1	2	204	2	204	1.000000	0.000165	0.000004	0.000165	0.875536	0.000165	233	1236977	0.000165	77.862782	Not shown (strain-result biased); Filtered out (minCov > 0.00016491818360406054); Filtered out (minReads > 2); Filtered out (maxZscore < 77.86278151400731); 
strain	Pleomorphomonas oryzae DSM 16300	1122963	9	542	18	303	1.788779	0.000165	0.000004	0.000092	0.180896	0.000092	1675	3291000	0.000165	104.213176	Not shown (strain-result biased); Filtered out (minCov > 9.206927985414767e-05); Filtered out (maxZscore < 104.21317641552751); 
strain	Friedmanniella luteola strain DSM 21741	546871.1	5	310	15	114	2.719298	0.000165	0.000004	0.000061	0.454183	0.000061	251	1883426	0.000165	128.531244	Not shown (strain-result biased); Filtered out (minCov > 6.052799525970227e-05); Filtered out (maxZscore < 128.5312440683369); 
strain	Actinopolyspora righensis strain DSM 45501	995060.1	10	409	5	125	3.272000	0.000164	0.000004	0.000050	0.726744	0.000050	172	2491880	0.000164	141.187960	Not shown (strain-result biased); Filtered out (minCov > 5.0162929194022187e-05); Filtered out (maxZscore < 141.18795982660848); 
strain	Sphingorhabdus flavimaris strain SMR4y	266812.1	8	341	8	160	2.131250	0.000164	0.000004	0.000077	0.396040	0.000077	404	2077664	0.000164	113.949111	Not shown (strain-result biased); Filtered out (minCov > 7.700956458792182e-05); Filtered out (maxZscore < 113.94911144892707); 
strain	Sphingobacteriaceae bacterium GW460-11-11-14-LB5	1986952.1	15	665	13	157	4.235669	0.000164	0.000004	0.000039	0.226225	0.000039	694	4051948	0.000164	160.647396	Not shown (strain-result biased); Filtered out (minCov > 3.8746795368548656e-05); Filtered out (maxZscore < 160.6473964534164); 
strain	Microvirga sp. 17 mud 1-3	2082949.1	11	450	7	275	1.636364	0.000164	0.000004	0.000100	0.257491	0.000100	1068	2747251	0.000164	99.945003	Not shown (strain-result biased); Filtered out (minCov > 0.00010010006366364049); Filtered out (maxZscore < 99.9450030585003); 
strain	Leadbetterella byssophila DSM 17132	649349	7	494	28	455	1.085714	0.000163	0.000004	0.000151	0.649073	0.000151	701	3022342	0.000163	81.495459	Not shown (strain-result biased); Filtered out (minCov > 0.00015054550411568247); Filtered out (maxZscore < 81.49545932203763); 
strain	Sinorhizobium meliloti Rm41	1230587	11	558	21	477	1.169811	0.000163	0.000004	0.000140	0.535955	0.000140	890	3414507	0.000163	84.600801	Not shown (strain-result biased); Filtered out (minCov > 0.00013969805889986462); Filtered out (maxZscore < 84.60080139977562); 
strain	Simplicispira psychrophila DSM 11588	1123255	10	336	0	66	5.090909	0.000163	0.000004	0.000032	0.673469	0.000032	98	2061302	0.000163	176.722518	Not shown (strain-result biased); Filtered out (minCov > 3.2018597954108615e-05); Filtered out (maxZscore < 176.7225183298622); 
strain	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	1349767	14	523	5	259	2.019305	0.000163	0.000004	0.000081	0.667526	0.000081	388	3216216	0.000163	111.430796	Not shown (strain-result biased); Filtered out (minCov > 8.052941717844821e-05); Filtered out (maxZscore < 111.43079643358202); 
strain	Burkholderia sp. PAMC 26561	1795043.1	5	418	21	377	1.108753	0.000162	0.000004	0.000147	0.215922	0.000147	1746	2572586	0.000162	82.600457	Not shown (strain-result biased); Filtered out (minCov > 0.00014654514951103676); Filtered out (maxZscore < 82.60045728545684); 
strain	Mycolicibacterium elephantis strain Lipa	81858.1	7	286	7	286	1.000000	0.000162	0.000004	0.000162	0.599581	0.000162	477	1762827	0.000162	78.503062	Not shown (strain-result biased); Filtered out (minCov > 0.00016223940295899712); Filtered out (maxZscore < 78.50306216467463); 
strain	Sinorhizobium medicae WSM419	366394	13	525	13	358	1.466480	0.000162	0.000004	0.000110	0.549923	0.000110	651	3241576	0.000162	95.150836	Not shown (strain-result biased); Filtered out (minCov > 0.00011044010691095937); Filtered out (maxZscore < 95.15083585679008); 
strain	Piscicoccus intestinalis NBRC 104926	1208313	11	348	2	138	2.521739	0.000162	0.000004	0.000064	0.605263	0.000064	228	2148797	0.000162	124.779777	Not shown (strain-result biased); Filtered out (minCov > 6.422198095027124e-05); Filtered out (maxZscore < 124.77977702185234); 
strain	Cupriavidus necator N-1	1042878	16	696	11	487	1.429158	0.000162	0.000004	0.000113	0.780449	0.000113	624	4305023	0.000162	94.015334	Not shown (strain-result biased); Filtered out (minCov > 0.00011312366972255433); Filtered out (maxZscore < 94.01533362637633); 
strain	Novosphingobium fuchskuhlense strain FNE08-7	1117702.1	10	383	8	289	1.325260	0.000162	0.000004	0.000122	0.683215	0.000122	423	2371226	0.000162	90.575572	Not shown (strain-result biased); Filtered out (minCov > 0.00012187788089368116); Filtered out (maxZscore < 90.5755720713668); 
strain	Clavibacter michiganensis subsp. sepedonicus strain ATCC 33113	31964.1	6	236	1	166	1.421687	0.000161	0.000004	0.000113	0.728070	0.000113	228	1463364	0.000161	93.885280	Not shown (strain-result biased); Filtered out (minCov > 0.00011343725826246921); Filtered out (maxZscore < 93.88527990655686); 
strain	Azospirillum sp. TSH58	664962.1	2	198	12	99	2.000000	0.000161	0.000004	0.000081	0.990000	0.000081	100	1227787	0.000161	111.359278	Not shown (strain-result biased); Filtered out (minCov > 8.063287850417052e-05); Filtered out (minReads > 2); Filtered out (maxZscore < 111.35927841400952); 
strain	Mucilaginibacter mallensis strain MP1X4	652787.1	14	703	22	671	1.047690	0.000161	0.000004	0.000154	0.400119	0.000154	1677	4365854	0.000161	80.656611	Not shown (strain-result biased); Filtered out (minCov > 0.0001536927254095075); Filtered out (maxZscore < 80.65661053288042); 
strain	Derxia gummosa DSM 723	1121388	9	309	2	204	1.514706	0.000161	0.000004	0.000106	0.612613	0.000106	333	1923505	0.000161	97.097611	Not shown (strain-result biased); Filtered out (minCov > 0.00010605639184717481); Filtered out (maxZscore < 97.0976110850899); 
strain	Myxococcus macrosporus DSM 14697	1189310	1	85	10	85	1.000000	0.000160	0.000004	0.000160	0.400943	0.000160	212	530556	0.000160	78.998958	Not shown (strain-result biased); Filtered out (minCov > 0.00016020928987703465); Filtered out (minReads > 1); Filtered out (maxZscore < 78.99895755082878); 
strain	Tomitella biformata AHU 1821	1448389	3	417	30	139	3.000000	0.000160	0.000004	0.000053	0.914474	0.000053	152	2605751	0.000160	136.913878	Not shown (strain-result biased); Filtered out (minCov > 5.334354663972114e-05); Filtered out (maxZscore < 136.91387830290412); 
strain	Rhizobium leguminosarum strain Norway	384.3	5	489	43	390	1.253846	0.000160	0.000004	0.000128	0.168394	0.000128	2316	3057268	0.000160	88.533320	Not shown (strain-result biased); Filtered out (minCov > 0.00012756487164357198); Filtered out (maxZscore < 88.53331981773144); 
