LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LEN	LINEAR_DOC	ROLLUP_DOC	REL_ABUNDANCE	LINEAR_COV	LINEAR_COV_MAPPED_SIG	BEST_LINEAR_COV	MAPPED_SIG_LENGTH	TOL_SIG_LENGTH	ABUNDANCE	ZSCORE	NOTE
strain	Micrococcus luteus strain SGAir0127	1270.1	5	317	2	220	1.440909	0.000314	0.000016	0.000218	0.738255	0.000218	298	1010847	0.000314	67.777276	Not shown (strain-result biased); Filtered out (minCov > 0.00021763926687223684); Filtered out (maxZscore < 67.77727562324331); 
strain	Novosphingobium lindaniclasticum LE124	1096930	18	858	22	569	1.507909	0.000313	0.000016	0.000207	0.657044	0.000207	866	2742265	0.000313	69.415030	Not shown (strain-result biased); Filtered out (minCov > 0.00020749271131710465); Filtered out (maxZscore < 69.41503005248971); 
strain	Variovorax sp. PMC12	2126319.1	12	671	33	482	1.392116	0.000311	0.000015	0.000223	0.703650	0.000223	685	2158828	0.000311	66.917085	Not shown (strain-result biased); Filtered out (minCov > 0.00022326929241236448); Filtered out (maxZscore < 66.91708500495345); 
strain	Pseudomonas sp. SWI44	2083053.1	2	128	2	64	2.000000	0.000310	0.000015	0.000155	0.984615	0.000155	65	413308	0.000310	80.355071	Not shown (strain-result biased); Filtered out (minCov > 0.00015484820037357127); Filtered out (minReads > 2); Filtered out (maxZscore < 80.35507140187232); 
strain	Methylobacterium gossipiicola strain Gh-105	582675.1	20	707	0	170	4.158824	0.000309	0.000015	0.000074	0.691057	0.000074	246	2285096	0.000309	115.934211	Not shown (strain-result biased); Filtered out (minCov > 7.439512388100982e-05); Filtered out (maxZscore < 115.934210552669); 
strain	Oleiagrimonas soli strain 3.5X	1543381.1	15	548	4	323	1.696594	0.000308	0.000015	0.000181	0.652525	0.000181	495	1780229	0.000308	74.233044	Not shown (strain-result biased); Filtered out (minCov > 0.0001814373319387562); Filtered out (maxZscore < 74.23304447239697); 
strain	Tistrella mobilis KA081020-065	1110502	25	1106	37	611	1.810147	0.000306	0.000015	0.000169	0.663409	0.000169	921	3609420	0.000306	76.853092	Not shown (strain-result biased); Filtered out (minCov > 0.0001692792747865308); Filtered out (maxZscore < 76.8530917313956); 
strain	Sphingomonas sp. KC8	1030157.1	9	736	23	484	1.520661	0.000305	0.000015	0.000201	0.400000	0.000201	1210	2409805	0.000305	70.554489	Not shown (strain-result biased); Filtered out (minCov > 0.0002008461265538083); Filtered out (maxZscore < 70.5544892293412); 
strain	Streptomyces albireticuli strain MDJK11	1940.1	22	768	4	222	3.459459	0.000305	0.000015	0.000088	0.649123	0.000088	342	2518457	0.000305	106.505403	Not shown (strain-result biased); Filtered out (minCov > 8.814921199766365e-05); Filtered out (maxZscore < 106.50540315355319); 
strain	Sphingomonas echinoides ATCC 14820	1112212	12	709	24	466	1.521459	0.000305	0.000015	0.000200	0.274764	0.000200	1696	2325876	0.000305	70.640995	Not shown (strain-result biased); Filtered out (minCov > 0.00020035461907685534); Filtered out (maxZscore < 70.64099528313764); 
strain	Pseudomonas alcaliphila JAB1	741155	3	176	6	176	1.000000	0.000303	0.000015	0.000303	0.510145	0.000303	345	581700	0.000303	57.481420	Not shown (strain-result biased); Filtered out (minCov > 0.00030256145779611484); Filtered out (maxZscore < 57.48141992299457); 
strain	Terrimicrobium sacchariphilum strain NM-5	690879.1	20	1225	68	649	1.887519	0.000302	0.000015	0.000160	0.479321	0.000160	1354	4052364	0.000302	79.012735	Not shown (strain-result biased); Filtered out (minCov > 0.00016015343142916085); Filtered out (maxZscore < 79.01273521816843); 
strain	Methylocapsa acidiphila B2	395964	11	876	37	730	1.200000	0.000302	0.000015	0.000252	0.548460	0.000252	1331	2898250	0.000302	63.001631	Not shown (strain-result biased); Filtered out (minCov > 0.00025187613214871043); Filtered out (maxZscore < 63.00163076819563); 
strain	Friedmanniella flava strain CGMCC 4.6856	1036181.1	10	525	41	215	2.441860	0.000302	0.000015	0.000124	0.465368	0.000124	462	1737309	0.000302	89.886078	Not shown (strain-result biased); Filtered out (minCov > 0.00012375461129827796); Filtered out (maxZscore < 89.88607776927518); 
strain	Methylocystis bryophila strain S285	655015.1	15	1021	17	571	1.788091	0.000301	0.000015	0.000168	0.693803	0.000168	823	3396183	0.000301	77.115375	Not shown (strain-result biased); Filtered out (minCov > 0.00016812992703867842); Filtered out (maxZscore < 77.11537515835842); 
strain	Pseudoduganella violaceinigra DSM 15887	1121480	20	1056	20	650	1.624615	0.000301	0.000015	0.000185	0.650000	0.000185	1000	3513985	0.000301	73.519594	Not shown (strain-result biased); Filtered out (minCov > 0.0001849751777540314); Filtered out (maxZscore < 73.51959445774146); 
strain	Sinorhizobium meliloti AK83	693982	13	1013	26	707	1.432815	0.000300	0.000015	0.000210	0.539695	0.000210	1310	3372927	0.000300	69.063446	Not shown (strain-result biased); Filtered out (minCov > 0.0002096102287419799); Filtered out (maxZscore < 69.06344581168325); 
strain	Curtobacterium sp. BH-2-1-1	1905847.1	9	355	5	276	1.286232	0.000300	0.000015	0.000233	0.666667	0.000233	414	1182169	0.000300	65.438681	Not shown (strain-result biased); Filtered out (minCov > 0.00023346915711712962); Filtered out (maxZscore < 65.43868133216587); 
strain	Bosea vaviloviae strain SD260	1526658.1	11	795	23	588	1.352041	0.000300	0.000015	0.000222	0.496622	0.000222	1184	2647462	0.000300	67.093117	Not shown (strain-result biased); Filtered out (minCov > 0.00022209950511093267); Filtered out (maxZscore < 67.09311734118354); 
strain	Cellulomonas fimi ATCC 484	590998	13	429	0	33	13.000000	0.000300	0.000015	0.000023	0.634615	0.000023	52	1429180	0.000300	208.104505	Not shown (strain-result biased); Filtered out (minCov > 2.309016359031053e-05); Filtered out (minLen > 33); Filtered out (maxZscore < 208.1045046328523); 
strain	Pseudomonas pseudoalcaligenes	330.1	1	104	8	104	1.000000	0.000299	0.000015	0.000299	0.541667	0.000299	192	347378	0.000299	57.785578	Not shown (strain-result biased); Filtered out (minCov > 0.0002993856836069066); Filtered out (minReads > 1); Filtered out (maxZscore < 57.78557845105539); 
strain	Pseudomonas pseudoalcaligenes CECT 5344	1182590	1	104	8	104	1.000000	0.000298	0.000015	0.000298	0.541667	0.000298	192	348629	0.000298	57.889567	Not shown (strain-result biased); Filtered out (minCov > 0.0002983113854555989); Filtered out (minReads > 1); Filtered out (maxZscore < 57.889566616765435); 
strain	Burkholderia cenocepacia strain 842	95486.4	2	152	6	76	2.000000	0.000298	0.000015	0.000149	0.202667	0.000149	375	509869	0.000298	81.901176	Not shown (strain-result biased); Filtered out (minCov > 0.00014905789526329313); Filtered out (minReads > 2); Filtered out (maxZscore < 81.9011760085223); 
strain	Micromonospora lupini str. Lupac 08	1150864	20	670	4	271	2.472325	0.000297	0.000015	0.000120	0.709424	0.000120	382	2252782	0.000297	91.169341	Not shown (strain-result biased); Filtered out (minCov > 0.00012029570548770364); Filtered out (maxZscore < 91.16934083608966); 
strain	Alloactinosynnema sp. L-07	1653480.1	23	1063	33	448	2.372768	0.000297	0.000015	0.000125	0.371168	0.000125	1207	3574744	0.000297	89.321550	Not shown (strain-result biased); Filtered out (minCov > 0.00012532365954037549); Filtered out (maxZscore < 89.32154995136551); 
strain	Pedobacter ruber strain DSM 24536	990371.1	12	880	46	584	1.506849	0.000297	0.000015	0.000197	0.443769	0.000197	1316	2959947	0.000297	71.185690	Not shown (strain-result biased); Filtered out (minCov > 0.00019730083004864613); Filtered out (maxZscore < 71.18568955387222); 
strain	Gilvimarinus agarilyticus strain JEA5	679259.1	10	998	58	596	1.674497	0.000297	0.000015	0.000177	0.285167	0.000177	2090	3363897	0.000297	75.120719	Not shown (strain-result biased); Filtered out (minCov > 0.00017717546048526457); Filtered out (maxZscore < 75.12071940031909); 
strain	Rhizobium leguminosarum bv. viciae 3841	216596	20	862	20	487	1.770021	0.000294	0.000015	0.000166	0.682073	0.000166	714	2932488	0.000294	77.592113	Not shown (strain-result biased); Filtered out (minCov > 0.00016607058579608852); Filtered out (maxZscore < 77.59211257783603); 
strain	Geodermatophilus amargosae strain DSM 46136	1296565.1	12	488	8	112	4.357143	0.000293	0.000015	0.000067	0.717949	0.000067	156	1663555	0.000293	121.869478	Not shown (strain-result biased); Filtered out (minCov > 6.732569707644172e-05); Filtered out (maxZscore < 121.86947789687596); 
strain	Pseudomonas veronii strain R02	76761.1	2	186	2	186	1.000000	0.000293	0.000015	0.000293	0.683824	0.000293	272	634653	0.000293	58.404734	Not shown (strain-result biased); Filtered out (minCov > 0.0002930735378230309); Filtered out (minReads > 2); Filtered out (maxZscore < 58.40473356865697); 
strain	Marinactinospora thermotolerans DSM 45154	1122192	23	781	6	242	3.227273	0.000293	0.000015	0.000091	0.572104	0.000091	423	2665871	0.000293	104.952350	Not shown (strain-result biased); Filtered out (minCov > 9.077708561291975e-05); Filtered out (maxZscore < 104.95235046328689); 
strain	Microvirga sp. 17 mud 1-3	2082949.1	15	802	11	567	1.414462	0.000292	0.000015	0.000206	0.512658	0.000206	1106	2747251	0.000292	69.600574	Not shown (strain-result biased); Filtered out (minCov > 0.00020638813126285148); Filtered out (maxZscore < 69.6005736966767); 
strain	Sphingobium japonicum UT26S	452662	2	195	6	195	1.000000	0.000291	0.000014	0.000291	0.229412	0.000291	850	669775	0.000291	58.598153	Not shown (strain-result biased); Filtered out (minCov > 0.00029114254787055354); Filtered out (minReads > 2); Filtered out (maxZscore < 58.59815346701284); 
strain	Acidovorax temperans strain KY4	80878.1	7	615	38	560	1.098214	0.000291	0.000014	0.000265	0.389972	0.000265	1436	2116783	0.000291	61.473325	Not shown (strain-result biased); Filtered out (minCov > 0.0002645523891679024); Filtered out (maxZscore < 61.47332464457363); 
strain	Agrobacterium vitis S4	311402	14	1254	66	714	1.756303	0.000290	0.000014	0.000165	0.575342	0.000165	1241	4317254	0.000290	77.753291	Not shown (strain-result biased); Filtered out (minCov > 0.0001653829031138775); Filtered out (maxZscore < 77.75329079654364); 
strain	Nocardia brevicatena NBRC 12119	1206725	10	1037	69	467	2.220557	0.000289	0.000014	0.000130	0.637978	0.000130	732	3582861	0.000289	87.584697	Not shown (strain-result biased); Filtered out (minCov > 0.0001303427623901681); Filtered out (maxZscore < 87.58469745978493); 
strain	Acinetobacter parvus DSM 16617 = CIP 108168	981333	4	316	0	158	2.000000	0.000289	0.000014	0.000144	0.951807	0.000144	166	1094581	0.000289	83.226966	Not shown (strain-result biased); Filtered out (minCov > 0.00014434747177230375); Filtered out (maxZscore < 83.22696587105207); 
strain	Sphingomonas wittichii strain YR128	160791.1	18	946	45	700	1.351429	0.000288	0.000014	0.000213	0.458115	0.000213	1528	3285200	0.000288	68.499218	Not shown (strain-result biased); Filtered out (minCov > 0.0002130768294167783); Filtered out (maxZscore < 68.49921793088485); 
strain	Pseudomonas koreensis strain P19E3	198620.3	7	697	14	512	1.361328	0.000288	0.000014	0.000211	0.215036	0.000211	2381	2422228	0.000288	68.774371	Not shown (strain-result biased); Filtered out (minCov > 0.00021137564259021035); Filtered out (maxZscore < 68.7743706805086); 
strain	Rhizobium oryziradicis strain N19	1867956.1	11	1092	40	281	3.886121	0.000288	0.000014	0.000074	0.530189	0.000074	530	3796898	0.000288	116.237225	Not shown (strain-result biased); Filtered out (minCov > 7.400778214215921e-05); Filtered out (maxZscore < 116.23722521933493); 
strain	Stenotrophomonas acidaminiphila strain SUNEO	128780.2	8	302	4	109	2.770642	0.000287	0.000014	0.000104	0.736486	0.000104	148	1051410	0.000287	98.208774	Not shown (strain-result biased); Filtered out (minCov > 0.0001036703093940518); Filtered out (maxZscore < 98.20877406195586); 
strain	Ralstonia solanacearum strain SL3300	305.33	1	141	13	141	1.000000	0.000286	0.000014	0.000286	0.342233	0.000286	412	492156	0.000286	59.071720	Not shown (strain-result biased); Filtered out (minCov > 0.00028649452612586253); Filtered out (minReads > 1); Filtered out (maxZscore < 59.071719842123976); 
strain	Rhodococcus fascians D188	1051973	2	239	13	127	1.881890	0.000285	0.000014	0.000151	0.169786	0.000151	748	839630	0.000285	81.303504	Not shown (strain-result biased); Filtered out (minCov > 0.0001512571013422579); Filtered out (minReads > 2); Filtered out (maxZscore < 81.30350449101002); 
strain	Pseudomonas sp. LPH1	1898684.1	3	200	8	138	1.449275	0.000285	0.000014	0.000196	0.696970	0.000196	198	702666	0.000285	71.349720	Not shown (strain-result biased); Filtered out (minCov > 0.00019639487323991768); Filtered out (maxZscore < 71.34972045282065); 
strain	Comamonas badia DSM 17552	1121348	8	464	17	250	1.856000	0.000284	0.000014	0.000153	0.712251	0.000153	351	1633042	0.000284	80.815642	Not shown (strain-result biased); Filtered out (minCov > 0.00015308853048482527); Filtered out (maxZscore < 80.81564205028629); 
strain	Inquilinus limosus	171674.1	24	946	16	742	1.274933	0.000284	0.000014	0.000223	0.696714	0.000223	1065	3329828	0.000284	66.982377	Not shown (strain-result biased); Filtered out (minCov > 0.0002228343325841455); Filtered out (maxZscore < 66.9823768913598); 
strain	Microbacteriaceae bacterium strain Alg239_V181	1873462.1	4	448	12	170	2.635294	0.000283	0.000014	0.000108	0.717300	0.000108	237	1580557	0.000283	96.417810	Not shown (strain-result biased); Filtered out (minCov > 0.00010755701945579944); Filtered out (maxZscore < 96.417810168283); 
strain	Nocardiopsis trehalosi NBRC 14201	1348638	11	568	15	298	1.906040	0.000283	0.000014	0.000148	0.662222	0.000148	450	2007709	0.000283	82.074835	Not shown (strain-result biased); Filtered out (minCov > 0.0001484278847183531); Filtered out (maxZscore < 82.07483489773179); 
strain	Tetrasphaera australiensis Ben110	1193182	10	656	37	393	1.669211	0.000280	0.000014	0.000168	0.387574	0.000168	1014	2340387	0.000280	77.163354	Not shown (strain-result biased); Filtered out (minCov > 0.00016792094640758132); Filtered out (maxZscore < 77.16335403614121); 
strain	Brachymonas chironomi DSM 19884	1121116	3	326	15	241	1.352697	0.000280	0.000014	0.000207	0.397690	0.000207	606	1164667	0.000280	69.510022	Not shown (strain-result biased); Filtered out (minCov > 0.0002069260999066686); Filtered out (maxZscore < 69.51002196465609); 
strain	Burkholderia sp. PAMC 28687 strain PAMC28687	1795874.1	2	257	6	257	1.000000	0.000280	0.000014	0.000280	0.597674	0.000280	430	918270	0.000280	59.766504	Not shown (strain-result biased); Filtered out (minCov > 0.0002798741111002211); Filtered out (minReads > 2); Filtered out (maxZscore < 59.7665041595646); 
strain	Herminiimonas arsenicoxydans	204773.1	8	620	35	531	1.167608	0.000279	0.000014	0.000239	0.434534	0.000239	1222	2222091	0.000279	64.681750	Not shown (strain-result biased); Filtered out (minCov > 0.00023896411083074455); Filtered out (maxZscore < 64.68175023574518); 
strain	Brevundimonas aveniformis DSM 17977	1121123	11	487	20	390	1.248718	0.000278	0.000014	0.000223	0.537190	0.000223	726	1748836	0.000278	66.956664	Not shown (strain-result biased); Filtered out (minCov > 0.0002230054733548486); Filtered out (maxZscore < 66.95666413281707); 
strain	Variovorax paradoxus EPS	595537	19	702	5	411	1.708029	0.000278	0.000014	0.000163	0.568465	0.000163	723	2525412	0.000278	78.380831	Not shown (strain-result biased); Filtered out (minCov > 0.00016274572228214645); Filtered out (maxZscore < 78.38083148656658); 
strain	Lutibaculum baratangense AMV1	631454	16	665	5	290	2.293103	0.000278	0.000014	0.000121	0.654628	0.000121	443	2393802	0.000278	90.848719	Not shown (strain-result biased); Filtered out (minCov > 0.00012114619337773133); Filtered out (maxZscore < 90.84871851144855); 
strain	Mycolicibacterium fallax strain DSM 44179	1793.1	9	384	6	308	1.246753	0.000277	0.000014	0.000222	0.639004	0.000222	482	1385318	0.000277	67.058077	Not shown (strain-result biased); Filtered out (minCov > 0.00022233162349727644); Filtered out (maxZscore < 67.0580771740863); 
strain	Granulicella pectinivorans strain DSM 21001	474950.1	13	1173	77	656	1.788110	0.000276	0.000014	0.000155	0.240646	0.000155	2726	4244402	0.000276	80.430871	Not shown (strain-result biased); Filtered out (minCov > 0.0001545565193871834); Filtered out (maxZscore < 80.43087093896224); 
strain	Paracoccus sp. CBA4604	2065379.1	3	393	9	344	1.142442	0.000276	0.000014	0.000242	0.596187	0.000242	577	1422626	0.000276	64.300394	Not shown (strain-result biased); Filtered out (minCov > 0.00024180634966604014); Filtered out (maxZscore < 64.30039422643083); 
strain	Kocuria palustris strain MU14/1	71999.1	5	388	6	346	1.121387	0.000275	0.000014	0.000246	0.782805	0.000246	442	1408595	0.000275	63.797209	Not shown (strain-result biased); Filtered out (minCov > 0.00024563483471118385); Filtered out (maxZscore < 63.797208520662586); 
strain	Neorhizobium sp. SOG26	2060726.1	16	739	16	491	1.505092	0.000274	0.000014	0.000182	0.640992	0.000182	766	2700202	0.000274	74.151150	Not shown (strain-result biased); Filtered out (minCov > 0.00018183824765702713); Filtered out (maxZscore < 74.15115019577522); 
strain	Mitsuaria chitosanitabida NBRC 102408	1349774	11	615	30	546	1.126374	0.000273	0.000014	0.000243	0.667482	0.000243	818	2250289	0.000273	64.190408	Not shown (strain-result biased); Filtered out (minCov > 0.00024263550148447599); Filtered out (maxZscore < 64.19040757705488); 
strain	Paenibacillus xylanexedens strain PAMC 22703	528191.1	13	1392	37	1021	1.363369	0.000273	0.000014	0.000200	0.446827	0.000200	2285	5093846	0.000273	70.626308	Not shown (strain-result biased); Filtered out (minCov > 0.00020043794021256238); Filtered out (maxZscore < 70.62630824458101); 
strain	Stappia indica strain SBBC 49	538381.1	15	696	8	334	2.083832	0.000273	0.000014	0.000131	0.694387	0.000131	481	2548835	0.000273	87.351259	Not shown (strain-result biased); Filtered out (minCov > 0.00013104025956956806); Filtered out (maxZscore < 87.35125937827146); 
strain	Sphingobium faniae strain CGMCC 1.7749	570446.1	12	617	8	471	1.309979	0.000273	0.000014	0.000208	0.607742	0.000208	775	2261805	0.000273	69.290214	Not shown (strain-result biased); Filtered out (minCov > 0.00020824076346104108); Filtered out (maxZscore < 69.2902140129599); 
strain	Cyanobium sp. NIES-981	1851505.1	4	474	32	237	2.000000	0.000273	0.000014	0.000136	0.208627	0.000136	1136	1737973	0.000273	85.628380	Not shown (strain-result biased); Filtered out (minCov > 0.0001363657548189759); Filtered out (maxZscore < 85.62837969553495); 
strain	Pseudomonas mendocina S5.2	1225174	7	523	25	301	1.737542	0.000273	0.000014	0.000157	0.480064	0.000157	627	1918700	0.000273	79.833693	Not shown (strain-result biased); Filtered out (minCov > 0.0001568770521707406); Filtered out (maxZscore < 79.83369341732326); 
strain	Ralstonia solanacearum FJAT-1458	1130828	1	141	13	141	1.000000	0.000272	0.000014	0.000272	0.342233	0.000272	412	519236	0.000272	60.675570	Not shown (strain-result biased); Filtered out (minCov > 0.00027155281991233273); Filtered out (minReads > 1); Filtered out (maxZscore < 60.67557022966522); 
strain	Rhizobium leguminosarum bv. viciae strain BIHB 1148	387.1	7	676	41	446	1.515695	0.000271	0.000014	0.000179	0.197870	0.000179	2254	2490478	0.000271	74.719685	Not shown (strain-result biased); Filtered out (minCov > 0.0001790820878562268); Filtered out (maxZscore < 74.71968542582691); 
strain	Cupriavidus necator strain NH9	106590.1	19	1119	60	400	2.797500	0.000271	0.000013	0.000097	0.690846	0.000097	579	4124203	0.000271	101.535745	Not shown (strain-result biased); Filtered out (minCov > 9.698843631120971e-05); Filtered out (maxZscore < 101.53574493743571); 
strain	Bdellovibrio bacteriovorus strain SSB218315	959.4	11	880	49	541	1.626617	0.000271	0.000013	0.000167	0.597790	0.000167	905	3244931	0.000271	77.440455	Not shown (strain-result biased); Filtered out (minCov > 0.00016672157281618624); Filtered out (maxZscore < 77.44045473507282); 
strain	Mycobacteroides abscessus subsp. massiliense CCUG 48898 = JCM 15300	1001714	5	620	31	429	1.445221	0.000271	0.000013	0.000187	0.284106	0.000187	1510	2288746	0.000271	73.034733	Not shown (strain-result biased); Filtered out (minCov > 0.0001874388857479161); Filtered out (maxZscore < 73.03473325118851); 
strain	Jatrophihabitans endophyticus strain DSM 45627	1206085.1	14	494	1	462	1.069264	0.000271	0.000013	0.000253	0.683432	0.000253	676	1825996	0.000271	62.859942	Not shown (strain-result biased); Filtered out (minCov > 0.0002530126024372452); Filtered out (maxZscore < 62.859941889666864); 
strain	Nocardioides sp. 78	2045452.1	12	471	11	336	1.401786	0.000271	0.000013	0.000193	0.748330	0.000193	449	1741192	0.000271	71.979991	Not shown (strain-result biased); Filtered out (minCov > 0.0001929712518780238); Filtered out (maxZscore < 71.9799906058555); 
strain	Bifidobacterium mongoliense DSM 21395	1437603	9	387	9	43	9.000000	0.000268	0.000013	0.000030	0.518072	0.000030	83	1444972	0.000268	183.311211	Not shown (strain-result biased); Filtered out (minCov > 2.975836209975003e-05); Filtered out (minLen > 43); Filtered out (maxZscore < 183.31121078646555); 
strain	Immundisolibacter cernigliae strain TR3.2	1810504.1	5	468	23	374	1.251337	0.000267	0.000013	0.000213	0.412804	0.000213	906	1754120	0.000267	68.477445	Not shown (strain-result biased); Filtered out (minCov > 0.000213212322988165); Filtered out (maxZscore < 68.47744466470319); 
strain	Bathymodiolus azoricus thioautotrophic gill symbiont strain BazSymA	235205.1	10	319	0	32	9.968750	0.000267	0.000013	0.000027	0.864865	0.000027	37	1195719	0.000267	193.300850	Not shown (strain-result biased); Filtered out (minCov > 2.6762140603268827e-05); Filtered out (minLen > 32); Filtered out (maxZscore < 193.30085036026097); 
strain	Corynebacterium kroppenstedtii DSM 44385	645127	5	549	20	325	1.689231	0.000267	0.000013	0.000158	0.497703	0.000158	653	2059632	0.000267	79.601063	Not shown (strain-result biased); Filtered out (minCov > 0.00015779517894458817); Filtered out (maxZscore < 79.60106300024661); 
strain	Novosphingobium pentaromativorans US6-1	1088721	7	529	23	529	1.000000	0.000265	0.000013	0.000265	0.136551	0.000265	3874	1995458	0.000265	61.409546	Not shown (strain-result biased); Filtered out (minCov > 0.0002651020467481651); Filtered out (maxZscore < 61.40954587962507); 
strain	Mycolicibacterium gilvum PYR-GCK	350054	13	533	5	215	2.479070	0.000265	0.000013	0.000107	0.542929	0.000107	396	2013199	0.000265	96.761130	Not shown (strain-result biased); Filtered out (minCov > 0.00010679520504431007); Filtered out (maxZscore < 96.76113000099662); 
strain	Paraburkholderia caribensis strain Bcrs1W	75105.2	8	696	24	599	1.161937	0.000265	0.000013	0.000228	0.572658	0.000228	1046	2629580	0.000265	66.249150	Not shown (strain-result biased); Filtered out (minCov > 0.00022779303158679333); Filtered out (maxZscore < 66.24915030796656); 
strain	Longispora albida DSM 44784	1122182	24	1011	29	410	2.465854	0.000263	0.000013	0.000107	0.434322	0.000107	944	3840474	0.000263	96.778147	Not shown (strain-result biased); Filtered out (minCov > 0.00010675765543524054); Filtered out (maxZscore < 96.77814709993966); 
strain	Pseudomonas sp. ATCC 13867	1294143.1	6	466	11	429	1.086247	0.000263	0.000013	0.000242	0.479866	0.000242	894	1771555	0.000263	64.253396	Not shown (strain-result biased); Filtered out (minCov > 0.00024216013615157306); Filtered out (maxZscore < 64.2533955094891); 
strain	Xanthomonas translucens pv. cerealis	152263	8	424	16	369	1.149051	0.000263	0.000013	0.000229	0.735060	0.000229	502	1614860	0.000263	66.146159	Not shown (strain-result biased); Filtered out (minCov > 0.0002285027804267862); Filtered out (maxZscore < 66.14615909592659); 
strain	Nocardia terpenica strain IFM 0406	455432.1	30	1213	26	634	1.913249	0.000262	0.000013	0.000137	0.524400	0.000137	1209	4623756	0.000262	85.393153	Not shown (strain-result biased); Filtered out (minCov > 0.00013711796210699699); Filtered out (maxZscore < 85.39315274820108); 
strain	Sphingomonas sp. LM7	1938607.1	12	531	13	416	1.276442	0.000262	0.000013	0.000205	0.673139	0.000205	618	2024403	0.000262	69.752085	Not shown (strain-result biased); Filtered out (minCov > 0.0002054926810521423); Filtered out (maxZscore < 69.75208502535688); 
strain	Sphingomonas sp. Cra20	1327635.1	16	720	12	548	1.313869	0.000262	0.000013	0.000199	0.622020	0.000199	881	2747412	0.000262	70.799192	Not shown (strain-result biased); Filtered out (minCov > 0.00019946043767734873); Filtered out (maxZscore < 70.79919171463227); 
strain	Pseudomonas indica NBRC 103045	1215103	8	662	24	137	4.832117	0.000262	0.000013	0.000054	0.713542	0.000054	192	2528356	0.000262	135.846065	Not shown (strain-result biased); Filtered out (minCov > 5.418540743471252e-05); Filtered out (maxZscore < 135.84606466391114); 
strain	Actinoalloteichus hymeniacidonis strain HPA177(T) (=DSM 45092(T))	340345.1	26	975	14	206	4.733010	0.000262	0.000013	0.000055	0.936364	0.000055	220	3724420	0.000262	134.457089	Not shown (strain-result biased); Filtered out (minCov > 5.5310625547065045e-05); Filtered out (maxZscore < 134.45708883455745); 
strain	Chryseobacterium gregarium DSM 19109	1121287	6	630	42	105	6.000000	0.000262	0.000013	0.000044	0.555556	0.000044	189	2406588	0.000262	151.389847	Not shown (strain-result biased); Filtered out (minCov > 4.363023500491152e-05); Filtered out (maxZscore < 151.38984680052263); 
strain	Ochrobactrum sp. A44	271865.1	9	1023	31	727	1.407153	0.000262	0.000013	0.000186	0.203073	0.000186	3580	3908819	0.000262	73.318772	Not shown (strain-result biased); Filtered out (minCov > 0.0001859896812822492); Filtered out (maxZscore < 73.31877226118293); 
strain	Rhizobium phaseoli strain R650	396.10	1	97	2	97	1.000000	0.000261	0.000013	0.000261	0.642384	0.000261	151	371757	0.000261	61.899486	Not shown (strain-result biased); Filtered out (minCov > 0.0002609231298939899); Filtered out (minReads > 1); Filtered out (maxZscore < 61.89948619942316); 
strain	Agrobacterium rhizogenes NBRC 13257	1220581	2	186	10	97	1.917526	0.000259	0.000013	0.000135	0.361940	0.000135	268	717464	0.000259	85.997303	Not shown (strain-result biased); Filtered out (minCov > 0.0001351984211054492); Filtered out (minReads > 2); Filtered out (maxZscore < 85.9973027627857); 
strain	Chryseobacterium formosense strain LMG 24722	236814.1	12	444	0	37	12.000000	0.000259	0.000013	0.000022	0.552239	0.000022	67	1713643	0.000259	215.206124	Not shown (strain-result biased); Filtered out (minCov > 2.1591428319667515e-05); Filtered out (minLen > 37); Filtered out (maxZscore < 215.20612369464692); 
strain	Hartmannibacter diazotrophicus strain type strain: E19	1482074.1	21	880	20	553	1.591320	0.000259	0.000013	0.000163	0.682716	0.000163	810	3399407	0.000259	78.397766	Not shown (strain-result biased); Filtered out (minCov > 0.00016267543133258243); Filtered out (maxZscore < 78.39776632607989); 
strain	Bacillus mobilis strain ML-A2C4	2026190.1	1	85	0	85	1.000000	0.000258	0.000013	0.000258	1.000000	0.000258	85	329318	0.000258	62.236078	Not shown (strain-result biased); Filtered out (minCov > 0.0002581091832210811); Filtered out (minReads > 1); Filtered out (maxZscore < 62.23607805577652); 
strain	Luteibacter yeojuensis strain SU11	345309.1	12	647	25	433	1.494226	0.000257	0.000013	0.000172	0.709836	0.000172	610	2517862	0.000257	76.249090	Not shown (strain-result biased); Filtered out (minCov > 0.0001719712994596209); Filtered out (maxZscore < 76.24909040460003); 
strain	Flavobacterium sasangense DSM 21067	1121896	8	328	0	82	4.000000	0.000257	0.000013	0.000064	0.546667	0.000064	150	1277189	0.000257	124.797739	Not shown (strain-result biased); Filtered out (minCov > 6.420349689826642e-05); Filtered out (maxZscore < 124.79773880065335); 
strain	Bradyrhizobium sp. ORS 285 strain ORS285	115808.1	14	730	26	556	1.312950	0.000256	0.000013	0.000195	0.571429	0.000195	973	2846608	0.000256	71.545779	Not shown (strain-result biased); Filtered out (minCov > 0.00019532018458460034); Filtered out (maxZscore < 71.5457794782549); 
strain	Rhizobium leguminosarum bv. trifolii WSM1689	754523	10	645	29	451	1.430155	0.000256	0.000013	0.000179	0.393543	0.000179	1146	2520551	0.000256	74.751621	Not shown (strain-result biased); Filtered out (minCov > 0.00017892913097175976); Filtered out (maxZscore < 74.75162124026997); 
